"hypo.12h.H.2","hypo.8h.M.1","norm.control.U.1","hypo.4h.U.2","hypo.8h.M.2","hypo.8h.H.1","norm.control.M.3","hypo.4h.U.3","hypo.8h.H.3","hypo.4h.M.3","hypo.12h.H.1","hypo.4h.M.1","hypo.4h.M.2","norm.control.M.1","hypo.12h.U.3","norm.control.U.3","hypo.8h.H.2","hypo.4h.H.2","hypo.12h.U.1","hypo.4h.U.1","hypo.8h.U.2","hypo.8h.U.1","norm.control.H.1","norm.control.U.2","norm.control.H.3","hypo.12h.M.1","hypo.8h.M.3","hypo.4h.H.3","hypo.12h.U.2","hypo.12h.M.3","hypo.12h.H.3","norm.control.H.2","norm.control.M.2","hypo.4h.H.1","hypo.12h.M.2","hypo.8h.U.3","symbol"
7.77098008607427,7.98474856277599,7.19854543488724,6.80669378559476,7.98857439872279,7.08094671662114,7.85053008899806,6.97523171609254,6.89880310952098,8.13626185804496,7.97204042077357,8.20571091246525,8.11783181665643,8.48267827823239,6.8770847722526,6.94929865637546,8.02412261358264,7.22726899692733,6.81481006187445,6.84827051789999,7.0477014089759,6.95322126501207,8.34395723098541,7.14950103354465,8.04580539334501,7.5419549090707,7.84539717475241,7.30539459453209,6.65955778679938,8.11306486886536,7.99719049035625,7.39475974882819,8.04532237986068,7.54850902745381,7.89006034032508,7.07646526242832,"VHL"
5.26405143601914,8.92082331640317,8.35555789048196,7.41031455480615,8.68312961230579,5.06380817056428,8.37092101826548,7.39480615840023,5.11649283561915,9.00070195340828,5.58261929277843,8.78410433423847,8.82424178728195,8.89200594299597,7.32704340331077,7.39842385484373,5.87910412636199,5.4842609949435,7.43557681490445,7.60506636128393,7.56037839136024,7.70231928734581,6.03032147200942,7.97639803078603,5.76033375096839,8.67612521406722,8.73357931707039,4.84451627595622,7.476536153666,8.24380901199006,5.60620859332072,4.90808276374714,8.58603620039393,5.21503003713718,8.61375751766446,7.75353190690202,"BAD"
10.4516633774419,8.51145593980076,8.45270305416462,8.11652215647157,7.74285649446518,10.2755404166884,7.68165020485637,8.15217953633262,10.3429483151022,8.57175468259095,10.4895223899437,7.12291532350321,7.40478217776689,8.46040930486521,8.31699692639274,7.89668725274467,11.225273187061,10.3761015049904,8.2311268779292,8.36075256748865,8.36108006227229,8.64145749028516,8.22482952312567,8.64811781486296,7.66413148743888,8.14826152409583,7.64607275077756,10.5401616615096,8.4926730348691,8.23374348897583,10.9072677132099,6.84592535279413,6.86315870882476,10.351712897253,6.74831235483419,8.46921717584149,"MCL1"
12.0722916132708,11.7229578604856,11.6076494273559,11.0000308773085,11.5588314500212,11.8110580978973,11.1137654568363,11.0160690931908,11.7940869619557,11.6557218988877,11.9934668904495,11.6428907933415,11.6184002691426,11.3374699869524,11.3117768442032,11.1050722854867,12.6375666913011,11.6120552934413,11.3704982004689,11.2049045472226,11.5341294207556,11.5220317834137,9.77709881436418,11.4073666191843,9.65691599361978,11.5362396126939,11.5395185700423,11.5382688126058,11.3792428432028,11.3651365154085,12.2567096439851,9.09231611140138,11.5033098028124,11.5863230994914,11.7057484440399,11.362091037134,"MCL1"
11.8916159896748,10.6713050344453,10.2729113564026,9.63122985778636,10.198860095166,11.3923643251128,9.90135327421222,9.82891464661818,11.6244057508753,10.6346419502414,11.7059542586994,9.97495147479534,10.1580776280505,10.3276938269846,9.93817906580813,9.47007165663413,12.4311683231796,11.6710726959522,9.72614870139166,9.96993450249566,10.2054737487969,10.2834767537414,9.64987297080277,10.1035657980543,9.25763228838435,10.3102727534708,10.1394944378059,11.4983852529454,9.90399087504233,10.4753006216834,11.9206425326495,8.72951239152373,9.84126559985561,11.5284487287629,9.7307125289045,10.1663908368801,"MCL1"
11.1140162423121,9.3908171599039,11.9634191797828,11.2883810158997,9.16710559854005,10.4867128305289,8.80766133875935,11.4110424550331,10.6438925686528,9.34572207253723,11.0154587561971,9.1688301438572,9.1594899873225,9.21750009309444,10.981576759336,11.3717620202405,11.3966631662646,10.3499129513973,11.0360478357573,11.350236698086,11.4196095274628,11.4866487295762,10.1927495870626,11.6932364569618,10.0862493895368,9.00174625284023,9.06684872893145,10.2687444507857,11.0193291657554,8.48601093339927,11.2179625942613,9.47907230085716,9.06937644897962,10.2890190179535,9.02943203150177,11.4071450495453,"EPAS1"
8.84590465319048,6.05046147679165,8.61830693168798,8.42166086794921,6.04101154021435,7.91167140139755,5.85494287233052,8.29776435172497,8.28027633053212,6.52967943931098,8.83975983339015,5.21200218162807,5.48115594879193,6.76754347201039,7.91924863535492,8.01545969493044,9.03010135072617,7.84637536689973,7.80952605404647,8.34838120330127,7.99566584183419,8.26003104646349,7.85172803089436,8.97865481307817,7.7397417984842,6.06450307754515,5.39756740730734,8.03807832785651,7.79336153591626,6.40840298200249,9.15744427578089,6.78726798950366,5.5679083632513,8.15215349659269,5.68450727092531,8.20927353960601,"EPAS1"
4.54822299536976,5.13725800895449,4.76831303538044,4.35882156806909,5.29670927736125,4.16169920706521,4.96254395960086,4.05442325845327,3.95558042495327,5.71436294058821,4.92440378770082,5.39271410738427,5.40409860382104,5.80874390169892,4.86487496779305,4.19224274349572,4.93824704268316,4.41807493092987,4.13875251979826,4.19151529952581,4.55331993621985,4.21502839583833,4.43547287570038,4.77395680858402,4.48694883249076,5.45267530214188,5.17387540372835,4.09586751771978,4.38429478309091,5.69779137299099,4.86501510856302,3.9625017031328,5.18752893544309,4.42417593350828,5.03449615940943,4.82645549822492,"CCND2"
5.0824362940498,5.31489040127545,4.51392142710892,4.38857045731642,5.34075065799413,4.00913058844445,5.42006895003199,4.22169782215244,4.44089109115644,5.37592259210618,5.02400453102665,5.50022712579168,5.58109784399206,5.39160174732378,4.46463111739573,4.12970654510777,4.98492644426722,4.54313469953421,4.59765456043683,4.19005978442346,4.49860524318503,4.2901820746858,4.73859248673913,4.71719296125401,4.7285091609021,5.18516288839684,5.34681159864312,4.41914709300432,4.40270448672178,5.49490490835572,4.99701596324565,4.12348998011007,5.46912031221687,4.90947660594602,5.87719220361848,4.42879439369645,"CCND2"
4.73963236714066,5.64049986230743,4.63790683197622,4.4412693198879,5.3940843668529,4.23993214179518,5.22500311245387,4.57456411890455,4.2466325008694,5.54404040950159,4.69369869291429,5.60777612302543,5.70456529393549,5.9250570590853,4.47709951545906,4.36569682366452,4.88863560410808,4.38752763401165,4.42516764009281,4.35207274333424,4.98247568181974,4.59025213617236,4.86449669023227,4.66974512372249,4.58332076739856,5.45396511521113,5.44768282481323,4.02009959358892,4.59780389557129,5.61673457104362,5.00331641259004,3.83240709741711,5.6902238208794,4.52366558110725,5.77333852841666,4.70110622690842,"CCND2"
